Genus,Species,N,Tmax,max_metric,error,error measure,Multiple measures,max_interval_after_LT0,Tmax_2,max_metric_2,error,error measure,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N,tmin,min_metric,error,error_type,Multiple measures_min,min_interval_after_LT0,N,tmin_2,min_metric_2,error,error_type,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ
Anolis,lemurinus,9,37.3,ctmax,0.46,SE,N,,,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,9,12.9,ctmin,0.3,SE,N,,,,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Anolis,limifrons,14,36.8,ctmax,0.39,SE,N,,,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,14,12.3,ctmin,1.8,SE,N,,,,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Anolis,lionotus,9,36.7,ctmax,0.58,SE,N,,,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,9,14.7,ctmin,0.25,SE,N,,,,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Anolis,tropidolepis,11,33.1,ctmax,0.22,SE,N,,,,,,,,,10.3,-84.82,1450,vanBerkum_1986,1,11,9.5,ctmin,1.25,SE,N,,,,,,,,,,10.3,-84.82,1450,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Ameiva,festiva,20,43.7,ctmax,0.22,SE,N,,,,,,,,1,10.5,-84,50,vanBerkum_1988,1,20,15.5,ctmin,0.42,SE,N,,,,,,,,,1,10.5,-84,50,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Teiidae,
Anolis,carolinensis,8,41.7,ctmax,0.59,SE,N,,,,,,,,1,31.32,-91.53,0,vanBerkum_1988,1,8,4.7,ctmin,0.88,SE,N,,,,,,,,,1,31.32,-91.53,0,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Cnemidophorus,tigris,12,45.1,ctmax,0.57,SE,N,,,,,,,,1,43,-116.2,300,vanBerkum_1988,1,12,10.5,ctmin,0.51,SE,N,,,,,,,,,1,43,-116.2,300,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Teiidae,
Lepidophyma,flavimaculatum,6,38,ctmax,0.42,SE,N,,,,,,,,1,10.45,-84.02,50,vanBerkum_1988,1,6,11.3,ctmin,0.75,SE,N,,,,,,,,,1,10.45,-84.02,50,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Xantusiidae,
Sceloporus,malachiticus,7,42.8,ctmax,0.79,SE,N,,,,,,,,1,10.3,-84.1,1400,vanBerkum_1988,1,7,9.7,ctmin,1.36,SE,N,,,,,,,,,1,10.3,-84.1,1400,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Sceloporus,occidentalis,18,44.1,ctmax,0.51,SE,N,,,,,,,,1,33.96,-116.24,1374,vanBerkum_1988,1,18,4.8,ctmin,0.78,SE,N,,,,,,,,,1,33.96,-116.24,1374,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Sceloporus,variabilis,9,43.1,ctmax,0.71,SE,N,,,,,,,,1,10.5,-85.3,0,vanBerkum_1988,1,9,10.2,ctmin,0.94,SE,N,,,,,,,,,1,10.5,-85.3,0,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Podarcis,tiliguerta,5,42.7,ctmax,0.3,SE,N,,,,,,,,,42.53,8.72,70,Vandamme_et_al_1989,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Lacertidae,
Uta,stansburiana,,43.7,ctmax,,,N,,,,,,,25,,40.56,-105.59,1658,Waldschmidt_&_Tracy_1983,1,,7.8,ctmin,,,N,,,,,,,,25,,40.56,-105.59,1658,Waldschmidt_&_Tracy_1983,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Ctenophorus,cristatus,,43,ctmax,,,N,,,,,,,,,-29.03,138.87,164,Warburg_1965,2,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Agamidae,
Ctenophorus,pictus,,45,ctmax,,,N,,,,,,,,,-29.65,138.07,98,Warburg_1965,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Agamidae,
Ctenophorus,reticulatus,,46.5,ctmax,,,N,,,,,,,,,-29.65,137.9,98,Warburg_1965,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Agamidae,
Cyclodomorphus,melanops,,41.5,ctmax,,,N,,,,,,,,,-27.06,129.64,562,Warburg_1965,2,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,
Varanus,gouldii,,43.5,ctmax,,,N,,,,,,,,,-29.23,137.9,4,Warburg_1965,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Varanidae,
Acontias,meleagris,5,41,ctmax,0.4,SE,N,,,,,,,,1,-33.1,18.03,30,Withers_1981,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,
Scelotes,gronovii,4,44.6,ctmax,0.1,SE,N,,,,,,,,1,-33.1,18.03,30,Withers_1981,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,
Trachylepis,capensis,1,48,ctmax,,,N,,,,,,,,1,-33.1,18.03,30,Withers_1981,1,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,
Typhlacontias,brevipes,,48,ctmax,,,N,,,,,,,,1,-23.19,14.64,124,Withers_1981,3,,,,,,,,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,
Sphenomorphus,indicus,51,37.6,ctmax,,,N,,,,,,,28,0.25,30.27,120.15,17,Xiang_et_al_1997,1,51,3.1,ctmin,,,N,,,,,,,,28,0.25,30.27,120.15,17,Xiang_et_al_1997;1996,1,Chordata,Lepidosauria,Squamata,Scincidae,
Eremias,brenchleyi,15,43.6,ctmax,0.2,SE,N,,,,,,,28,0.1,33.6,117.02,4,Xu_&_Ji_2006,1,15,3.4,ctmin,0.2,SE,N,,,,,,,,28,0.1,33.6,117.02,4,Xu_et_al_2001,1,Chordata,Lepidosauria,Squamata,Lacertidae,
Takydromus,septentrionalis,9,45,ctmax,,,N,,,,,,,20,0.175,30.72,122.45,,Yang_et_al_2008,1,9,4.9,ctmin,,,N,,,,,,,,20,0.175,30.72,122.45,,Yang_et_al_2008,1,Chordata,Lepidosauria,Squamata,Lacertidae,
Plestiodon,gilberti,,42.3,ctmax,0.72,SD,N,,,,,,,20,1,38.42,-120.82,300,Youssef_et_al_2008,1,,7.7,ctmin,1.89,SD,N,,,,,,,,20,1,38.42,-120.82,300,Youssef_et_al_2008,1,Chordata,Lepidosauria,Squamata,Scincidae,
Takydromus,sexlineatus,15,42.2,ctmax,,,N,,,,,,,28,0.25,24.8,113.58,28,Zhang_&_Ji_2004,1,34,6.4,ctmin,,,N,,,,,,,,28,0.25,24.8,113.58,28,Zhang_&_Ji_2004,1,Chordata,Lepidosauria,Squamata,Lacertidae,
Teratoscincus,przewalskii,,,,,,,,,,,,,,,,,,,,11,8.9,ctmin,1.26,SD,N,,,,,,,,24,,40.17,94.68,1109,Autumn_et_al_1994,1,Chordata,Lepidosauria,Squamata,Sphaerodactylidae,
Hoplodactylus,maculatus,,,,,,,,,,,,,,,,,,,,13,1.2,ctmin,,,N,,,,,,,,21,,-45.45,170.4,523,"Besson_&_Cree_2007,2011",1,Chordata,Lepidosauria,Squamata,Diplodactylidae,
Oligosoma,maccanni,,,,,,,,,,,,,,,,,,,,14,3.3,ctmin,,,N,,,,,,,,21,,-45.45,170.4,523,"Besson_&_Cree_2007,2011",1,Chordata,Lepidosauria,Squamata,Scincidae,
Liolaemus,altissimus,,,,,,,,,,,,,,,,,,,,21,3.99,ctmin,0.88,SD,N,,,,,,,,20,,-33.4,-70.8,2850,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,chiliensis,,,,,,,,,,,,,,,,,,,,6,3.68,ctmin,0.39,SD,N,,,,,,,,20,,-33.4,-70.8,1500,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,fuscus,,,,,,,,,,,,,,,,,,,,17,3.99,ctmin,0.89,SD,N,,,,,,,,20,,-33.4,-70.8,1200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,lemniscatus,,,,,,,,,,,,,,,,,,,,24,5.95,ctmin,1.01,SD,N,,,,,,,,20,,-33.4,-70.8,1200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,leopardinus,,,,,,,,,,,,,,,,,,,,32,2.63,ctmin,0.65,SD,N,,,,,,,,20,,-33.67,-70.1,2850,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,monticola,,,,,,,,,,,,,,,,,,,,40,4.54,ctmin,1.32,SD,N,,,,,,,,20,,-33.4,-70.8,2200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,nigroviridis,,,,,,,,,,,,,,,,,,,,29,3.3,ctmin,1.25,SD,N,,,,,,,,20,,-33.4,-70.8,2675,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,nitidus,,,,,,,,,,,,,,,,,,,,26,3.6,ctmin,0.9,SD,N,,,,,,,,20,,-33.4,-70.8,2200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,schroederi,,,,,,,,,,,,,,,,,,,,8,5.4,ctmin,0.52,SD,N,,,,,,,,20,,-33.4,-70.8,2350,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,tenuis,,,,,,,,,,,,,,,,,,,,16,4.16,ctmin,0.83,SD,N,,,,,,,,20,,-33.4,-70.8,1500,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Gambelia,wislizenii,,,,,,,,,,,,,,,,,,,,12,11.6,ctmin,1.24,SD,N,,,,,,,,,1,39.28,-118.27,1278,Crowley_&_Pietruszka_1983,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Thamnophis,butleri,,,,,,,,,,,,,,,,,,,,23,5.8,ctmin,,,N,,,,,,,,,,42.27,-83.82,280,Doughty_1994,2,Chordata,Lepidosauria,Squamata,Colubridae,
Thamnophis,marcianus,,,,,,,,,,,,,,,,,,,,23,5.7,ctmin,,,N,,,,,,,,,,32.25,-109.81,1272,Doughty_1994,1,Chordata,Lepidosauria,Squamata,Colubridae,
Thamnophis,melanogaster,,,,,,,,,,,,,,,,,,,,23,6.1,ctmin,,,N,,,,,,,,,,20.25,-103,1563,Doughty_1994,1,Chordata,Lepidosauria,Squamata,Colubridae,
Sceloporus,jarrovi,,,,,,,,,,,,,,,,,,,,4,-5.37,SCP,,,N,,,,,,,,F,0.08,31.93,-109.38,2377,Halpern_1979,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,constanzae,,,,,,,,,,,,,,,,,,,,10,11.33,ctmin,0.47,SE,N,,,,,,,,,,-26.77,-68.23,2400,Labra_et_al_2001,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,fabiani,,,,,,,,,,,,,,,,,,,,11,7.9,ctmin,0.43,SE,N,,,,,,,,,,-26.77,-68.23,2400,Labra_et_al_2001,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,nigroroseus,,,,,,,,,,,,,,,,,,,,7,11.64,ctmin,0.96,SE,N,,,,,,,,,,-23.33,-68.23,2300,Labra_et_al_2001,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,alticolor,,,,,,,,,,,,,,,,,,,,9,13.12,ctmin,0.54,SE,N,,,,,,,,,,-18.17,-69.5,4350,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,bisignatus,,,,,,,,,,,,,,,,,,,,15,12.52,ctmin,0.65,SE,N,,,,,,,,,,-26.15,-69.5,710,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,curis,,,,,,,,,,,,,,,,,,,,2,11.7,ctmin,0.3,SE,N,,,,,,,,,,-34.95,-69.5,1768,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,cyanogaster,,,,,,,,,,,,,,,,,,,,2,12.25,ctmin,0.18,SE,N,,,,,,,,,,-40.95,-69.5,700,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,eleodori,,,,,,,,,,,,,,,,,,,,12,6.42,ctmin,0.59,SE,N,,,,,,,,,,-27.07,-69.5,3670,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,fitzgeraldi,,,,,,,,,,,,,,,,,,,,25,10.04,ctmin,0.37,SE,N,,,,,,,,,,-32.83,-69.5,2901,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,hellmichi,,,,,,,,,,,,,,,,,,,,5,14.6,ctmin,0.4,SE,N,,,,,,,,,,-23.53,-69.5,100,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,hernani,,,,,,,,,,,,,,,,,,,,5,11.64,ctmin,0.6,SE,N,,,,,,,,,,-34.95,-69.5,1768,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,jamesi,,,,,,,,,,,,,,,,,,,,11,8.08,ctmin,0.69,SE,N,,,,,,,,,,-18.17,-69.5,4350,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,lorenzmuelleri,,,,,,,,,,,,,,,,,,,,7,10.13,ctmin,0.75,SE,N,,,,,,,,,,-29.85,-69.5,3206,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,nigromaculatus,,,,,,,,,,,,,,,,,,,,4,8.4,ctmin,0.53,SE,N,,,,,,,,,,-29.57,-69.5,336,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,ornatus,,,,,,,,,,,,,,,,,,,,14,6.91,ctmin,0.32,SE,N,,,,,,,,,,-19.25,-69.5,3710,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,pictus,,,,,,,,,,,,,,,,,,,,9,8.47,ctmin,0.65,SE,N,,,,,,,,,,-40.95,-69.5,700,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,platei,,,,,,,,,,,,,,,,,,,,6,11.98,ctmin,0.96,SE,N,,,,,,,,,,-27.05,-69.5,200,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,pseudolemniscatus,,,,,,,,,,,,,,,,,,,,4,11.08,ctmin,0.18,SE,N,,,,,,,,,,-29.57,-69.5,336,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,punctatissimus,,,,,,,,,,,,,,,,,,,,7,13.64,ctmin,0.47,SE,N,,,,,,,,,,-39.3,-69.5,430,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,vallecurensis,,,,,,,,,,,,,,,,,,,,2,8.2,ctmin,0.7,SE,N,,,,,,,,,,-29.85,-69.5,3206,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Liolaemus,walkeri,,,,,,,,,,,,,,,,,,,,2,12.9,ctmin,2.1,SE,N,,,,,,,,,,-22.6,-69.5,4250,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,
Pseudechis,porphyriacus,,,,,,,,,,,,,,,,,,,,2,3,ctmin,,,N,,,,,,,,,1,-33.63,150.28,1065,Lillywhite_1980,2,Chordata,Lepidosauria,Squamata,Elapidae,
Pseudonaja,nuchalis,,,,,,,,,,,,,,,,,,,,1,7,ctmin,,,N,,,,,,,,,1,-23.7,133.9,585,Lillywhite_1980,2,Chordata,Lepidosauria,Squamata,Elapidae,
Phyllospadix,scouleri,,25,LT0,,,N,3,28,LT100,,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Streptophyta,Liliopsida,Alismatales,Zosteraceae,
Eudorella,splendida,15,15,LT100,,,N,,,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Cumacea,Leuconidae,
Heterophoxus,videns,3,13,LT100,,,N,,,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,
Orchomene,pinguides,3,12,LT100,,,N,,,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,
Parakanthophoreus,antarcticus,3,10,LT100,,,N,,,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,
Paramoera,walkeri,3,15.02,LT100,,,N,,,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,
Macrobrachium,acanthurus,200,38.1,ctmax,0.32,Median 95% confidence interval,N,,,,,,,29,1,18,-92.9,0,Diaz_et_al_2002,1,200,14.8,ctmin,0.47,Median 95% confidence interval,N,,,,,,,,29,1,18,-92.9,0,Diaz_et_al_2002,1,Arthropoda,Malacostraca,Decapoda,Palaemonidae,
Armadillidium,vulgare,9,45.9,ctmax,,,N,,,,,,,25,0.25,-32.92,18.23,0,Klok_et_al_2004,1,,,,,,,,,,,,,,,,,,,,1,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,
Orconectes,rusticus,,39,ctmax,,,N,,,,,,,F,0.65,39.4,-84.6,200,Layne_et_al_1987,1,,0.5,ctmin,,,N,,,,,,,,F,0.65,39.4,-84.6,200,Layne_et_al_1987,1,Arthropoda,Malacostraca,Decapoda,Cambaridae,
Carcinus,maenas,30,35.1,ctmax,0.8,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2012,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Carcinidae,
Crangon,crangon,18,33.8,ctmax,0.5,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2012,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Crangonidae,
Liocarcinus,marmoreus,20,32.2,ctmax,0.4,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2012,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Polybiidae,
Pachygrapsus,marmoratus,26,35.7,ctmax,1,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2012,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Grapsidae,
Palaemon,elegans,34,34.1,ctmax,1.1,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2012,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Palaemonidae,
Palaemon,longirostris,32,34.4,ctmax,1.3,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2012,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Palaemonidae,
Xantho,incisus,16,33.4,ctmax,60.9,SD,N,,,,,,,24,0.017,38,-9,0,Madeira_et_al_2011,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Xanthidae,
Hemigrapsus,nudus,30,33.6,ctmax,0.11,SE,N,,,,,,,16,0.5,48.8,-125.1,0,Mcgaw_2003,1,30,3.5,ctmin,0.4,SE,N,,,,,,,,10,0.5,48.8,-125.1,0,Mcgaw_2003,1,Arthropoda,Malacostraca,Decapoda,Varunidae,
Procambarus,clarki,30,36,ctmax,0.2,SE,N,,,,,,,22,0.2,36.44,-115.36,0,Payette_&_McGaw_2003,1,30,8.4,ctmin,0.2,SE,N,,,,,,,,22,0.2,36.44,-115.36,0,Payette_&_McGaw_2003,1,Arthropoda,Malacostraca,Decapoda,Cambaridae,
Metacarcinus,magister,62,33.5,LT50,,,N,,,,,,,17.5,0.5,48.68,-122.5,0,Prentice_&_Schneider_1979,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Cancridae,
Paracalliope,fluviatilis,25,27.5,LT50,,,N,,,,,,,,,-37.18,175.4,,Quinn_et_al_1994,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Paracalliopiidae,
Paratya,curvirostris,25,27.4,LT50,,,N,,,,,,,,,-38.1,175.49,,Quinn_et_al_1994,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Atyidae,
Callinectes,danae,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,5,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Arthropoda,Malacostraca,Decapoda,Portunidae,
Onisimus,litoralis,8,25,LT100,,,N,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,2,8,-2,ctmin,,,N,,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,1,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,
Uca,mordax,8,45,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Arthropoda,Malacostraca,Decapoda,Ocypodidae,
Armases,ricordi,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Sesarmidae,
Clibanarius,antillensis,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Diogenidae,
Gammarus,locusta,8,25,LT100,,,N,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,2,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Gammaridae,
Saduria,entomon,8,25,LT100,,,N,,,,,,,,,65,-60,0,Scholander_et_al_1953,2,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Isopoda,Idoteidae,
Petrolisthes,cabrilloi,7,34.8,ctmax,,,N,,,,,,,18,0.1,32.85,-117.25,0,Stillman_2004,3,7,2.60.6,0.4,,,N,,,,,,,,8,0.1,32.85,-117.25,0,Stillman_2004,3,Arthropoda,Malacostraca,Decapoda,Porcellanidae,
Petrolisthes,cinctipes,7,33.9,ctmax,0.3,SD,N,,,,,,,22,0.1,43.3,-124.4,0,Stillman_2004,3,7,-1.4,ctmin,0.3,SD,N,,,,,,,,8,0.1,43.3,-124.4,0,Stillman_2004,3,Arthropoda,Malacostraca,Decapoda,Porcellanidae,
Petrolisthes,eriomerus,7,30.5,ctmax,,,N,,,,,,,18,0.1,43.3,-124.4,0,Stillman_2004,2,7,1.5,ctmin,,,N,,,,,,,,18,0.1,43.3,-124.4,0,Stillman_2004,2,Arthropoda,Malacostraca,Decapoda,Porcellanidae,
Petrolisthes,gracilis,7,41.6,ctmax,0.4,SD,N,,,,,,,35,0.1,31,-114.34,0,Stillman_2004,1,7,1.9,ctmin,0.5,SD,N,,,,,,,,15,0.1,31,-114.34,0,Stillman_2004,1,Arthropoda,Malacostraca,Decapoda,Porcellanidae,
Petrolisthes,hirtipes,7,39.3,ctmax,0.4,SD,N,,,,,,,25,0.1,31,-114.34,0,Stillman_2004,1,7,4.5,ctmin,0.5,SD,N,,,,,,,,15,0.1,31,-114.34,0,Stillman_2004,1,Arthropoda,Malacostraca,Decapoda,Porcellanidae,
Petrolisthes,manimaculis,7,32,ctmax,,,N,,,,,,,18,0.1,36.6,-121.8,0,Stillman_2004,3,7,2,ctmin,,,N,,,,,,,,18,0.1,36.6,-121.8,0,Stillman_2004,3,Arthropoda,Malacostraca,Decapoda,Porcellanidae,
Eurypanopeus,abbreviatus,6,38.2,ctmax,0.8,SD,N,,,,,,,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Panopeidae,
Hippolyte,obliquimanus,6,34.7,ctmax,0.8,SD,N,,,,,,,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Hippolytidae,
Menippe,nodifrons,6,39,ctmax,0.6,SD,N,,,,,,,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Eriphiidae,
Palaemon,northropi,10,39.7,ctmax,0.5,SD,N,,,,,,,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Palaemonidae,
Pacifastacus,leniusculus,,,,,,,,,,,,,,,,,,,,20,3,ctmin,,,Y,,,,,,,,15,0.0167,46.2,-119,,Becker_et_al_1977,2,Arthropoda,Malacostraca,Decapoda,Astacidae,
Dasyprocta,azarae,2,35,UTNZ,,,N,,,,,,,,,-25.17,-59.52,,Arends_&_McNab_2001,2,2,18,LTNZ,,,N,,,,,,,,,,-25.17,-59.52,,Arends_&_McNab_2001,2,Chordata,Mammalia,Rodentia,Dasyproctidae,2
Dolichotis,salinicola,1,37,UTNZ,,,N,,,,,,,,,-23.26,-58.57,,Arends_&_McNab_2001,2,1,28,LTNZ,,,N,,,,,,,,,,-23.26,-58.57,,Arends_&_McNab_2001,2,Chordata,Mammalia,Rodentia,Caviidae,1
Hydrochoerus,hydrochaeris,1,33,UTNZ,,,N,,,,,,,,,7.15,-66.08,,Arends_&_McNab_2001,1,1,22,LTNZ,,,N,,,,,,,,,,7.15,-66.08,,Arends_&_McNab_2001,1,Chordata,Mammalia,Rodentia,Hydrochaeridae,2
Kerodon,rupestris,2,36,UTNZ,,,N,,,,,,,,,-12.31,-44.09,,Arends_&_McNab_2001,2,2,27,LTNZ,,,N,,,,,,,,,,-12.31,-44.09,,Arends_&_McNab_2001,2,Chordata,Mammalia,Rodentia,Caviidae,2
Myoprocta,acouchy,2,30,UTNZ,,,N,,,,,,,,,4.57,-55.65,,Arends_&_McNab_2001,2,2,25,LTNZ,,,N,,,,,,,,,,4.57,-55.65,,Arends_&_McNab_2001,2,Chordata,Mammalia,Rodentia,Dasyproctidae,2
Octodon,degus,4,35,UTNZ,,,N,,,,,,,,,-37.04,-66.16,,Arends_&_McNab_2001,2,4,27,LTNZ,,,N,,,,,,,,,,-37.04,-66.16,,Arends_&_McNab_2001,2,Chordata,Mammalia,Rodentia,Octodontidae,2
Octodontomys,gliroides,2,35,UTNZ,,,N,,,,,,,,,-42.45,-66.14,,Arends_&_McNab_2001,2,2,25,LTNZ,,,N,,,,,,,,,,-42.45,-66.14,,Arends_&_McNab_2001,2,Chordata,Mammalia,Rodentia,Ctenomyidae,2
